Date,State,Total,Category,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,day_of_week,month,week,is_holiday
2021-02-19,Kentucky,94375366.24285714,Beverages,95095986.81428571,101188031.87777779,97599481.92857143,97636774.59319727,2146242.8725844854,100237797.41190477,5437700.058259336,4,2,7,0
2021-02-20,Kentucky,93654745.67142856,Beverages,94375366.24285714,99583250.48888889,97027233.37142858,96663536.64535148,1781065.3278880045,100130326.88904762,5522835.881382695,5,2,7,0
2021-02-21,Kentucky,92934125.1,Beverages,93654745.67142856,97978469.10000001,96454984.81428573,95816607.38571429,1556718.3546408035,100017910.63238096,5621616.558802817,6,2,7,0
2021-02-22,Kentucky,93940171.3,Beverages,92934125.1,97257848.52857144,95882736.25714286,95095986.81428571,1556718.3546415241,99900548.64190477,5734189.571668899,0,2,8,0
2021-02-23,Kentucky,94946217.5,Beverages,93940171.3,96537227.95714286,95310487.7,94622032.92448981,1266890.525254394,99835796.47666666,5791802.970080952,1,2,8,0
2021-02-24,Kentucky,95952263.7,Beverages,94946217.5,95816607.38571429,95441775.35714287,94394745.71632655,975156.1344059721,99823654.13666667,5801990.168765766,2,2,8,0
2021-02-25,Kentucky,96958309.89999999,Beverages,95952263.7,95095986.81428571,95573063.01428571,94414125.18979593,1008887.1454450621,99840670.41476192,5789430.6887585735,3,2,8,0
2021-02-26,Kentucky,97964356.1,Beverages,96958309.89999999,94375366.24285714,95704350.67142858,94680171.34489796,1391617.5421449316,99886845.31095238,5759667.402034046,4,2,8,0
2021-02-27,Kentucky,98970402.3,Beverages,97964356.1,93654745.67142856,95835638.32857142,95192884.18163264,1847179.7641436215,99962178.8252381,5717703.113967962,5,2,8,0
2021-02-28,Kentucky,99976448.5,Beverages,98970402.3,92934125.1,95966925.98571429,95952263.69999997,2173308.183927816,100066670.95761904,5668118.535124311,6,2,8,0
2021-03-01,Kentucky,97850318.6,Beverages,99976448.5,93940171.3,96098213.64285713,96958309.89999999,2173308.183927092,100200321.70809524,5615139.079809372,0,3,9,0
2021-03-02,Kentucky,105134838.63333333,Beverages,97850318.6,94946217.5,96229501.3,97516902.37142856,1724429.8981617757,100258725.20666666,5580003.444110504,1,3,9,0
2021-03-03,Kentucky,112419358.66666666,Beverages,105134838.63333333,95952263.7,99467901.36,98972419.67619047,3012108.028525326,100555569.78444444,5595118.101157818,2,3,9,0
2021-03-04,Kentucky,119703878.7,Beverages,112419358.66666666,96958309.89999999,102706301.42,101324861.81428573,5588644.836548236,100987285.02800001,5993761.621558661,3,3,9,0
2021-03-05,Kentucky,126988398.73333333,Beverages,119703878.7,97964356.1,105944701.47999999,104574228.78571428,8487348.356176442,101553870.93733333,6897164.450982678,4,3,9,0
2021-03-06,Kentucky,134272918.76666665,Beverages,126988398.73333333,98970402.3,109183101.53999999,108720520.59047619,11332644.146610381,102255327.51244445,8288816.765941159,5,3,9,0
2021-03-07,Kentucky,141557438.8,Beverages,134272918.76666665,99976448.5,112421501.6,113763737.22857141,13846750.205897288,103091654.75333333,10083408.730444543,6,3,9,0
2021-03-08,Kentucky,148841958.83333334,Beverages,141557438.8,97850318.6,110816720.21111111,119703878.69999997,15736361.816080231,104062852.66000001,12195042.175290003,0,3,10,0
2021-03-09,Kentucky,156126478.86666667,Beverages,148841958.83333334,105134838.63333333,109211938.82222222,126988398.73333333,15736361.816079507,105330360.61407407,14650184.047839163,1,3,10,0
2021-03-10,Kentucky,163410998.9,Beverages,156126478.86666667,112419358.66666666,107607157.43333334,134272918.76666668,15736361.81607878,106894178.61555555,17336449.60701818,2,3,10,0
2021-03-11,Kentucky,151660646.775,Beverages,163410998.9,119703878.7,106002376.04444444,141557438.8,15736361.816078048,108754306.66444445,20176687.136092626,3,3,10,1
2021-03-12,Kentucky,139910294.65,Beverages,151660646.775,126988398.73333333,104397594.65555556,146122691.38214287,12678094.649233157,110276249.02212963,21631517.597204518,4,3,10,0
2021-03-13,Kentucky,128159942.525,Beverages,139910294.65,134272918.76666665,102792813.26666667,147968676.51309523,10107947.317753024,111460005.6886111,22261249.570634857,5,3,10,0
2021-03-14,Kentucky,116409590.4,Beverages,128159942.525,141557438.8,101188031.87777779,147095394.19285715,11636848.096722884,112305576.6638889,22402010.145774342,6,3,10,0
2021-03-15,Kentucky,116254915.31428573,Beverages,116409590.4,148841958.83333334,99583250.48888889,143502844.4214286,16497990.328200566,112812961.94796295,22313728.285867367,0,3,11,0
2021-03-16,Kentucky,116100240.22857143,Beverages,116254915.31428573,156126478.86666667,97978469.10000001,138847552.49013606,19128266.19770707,113368684.10880952,22180084.725541547,1,3,11,0
2021-03-17,Kentucky,115945565.14285715,Beverages,116100240.22857143,163410998.9,97257848.52857144,133129518.39897959,19084683.77044943,113972743.14642857,21992463.17273881,2,3,11,0
2021-03-18,Kentucky,115790890.05714285,Beverages,115945565.14285715,151660646.775,96537227.95714286,126348742.14795919,14386444.023909964,114595667.03357144,21766193.30219906,3,3,11,0
2021-03-19,Kentucky,115636214.97142857,Beverages,115790890.05714285,139910294.65,95816607.38571429,121224491.18826531,9387835.387318557,115237455.7702381,21497564.022317618,4,3,11,0
2021-03-20,Kentucky,115481539.88571428,Beverages,115636214.97142857,128159942.525,95095986.81428571,117756765.51989797,4594969.177338022,115898109.35642858,21182383.92205045,5,3,11,0
2021-03-21,Kentucky,115326864.8,Beverages,115481539.88571428,116409590.4,94375366.24285714,115945565.14285715,334136.37200146884,116577627.79214287,20815860.28169498,6,3,11,0
2021-03-22,Kentucky,113589801.18571429,Beverages,115326864.8,116254915.31428573,93654745.67142856,115790890.05714285,334136.37200219685,117276011.07738094,20392436.86078407,0,3,12,0
2021-03-23,Kentucky,111852737.57142857,Beverages,113589801.18571429,116100240.22857143,92934125.1,115410159.46734694,845050.7871514491,117940512.92785713,19915398.681993052,1,3,12,0
2021-03-24,Kentucky,110115673.95714286,Beverages,111852737.57142857,115945565.14285715,93940171.3,114803373.37346938,1521314.0449234582,118571133.34357142,19388835.348130714,2,3,12,0
2021-03-25,Kentucky,108378610.34285714,Beverages,110115673.95714286,115790890.05714285,94946217.5,113970531.7755102,2224894.2457427965,119110316.7654762,18898978.34122502,3,3,12,0
2021-03-26,Kentucky,106641546.72857143,Beverages,108378610.34285714,115636214.97142857,95952263.7,112911634.6734694,2881202.4675743585,119558063.19357143,18460789.39866496,4,3,12,0
2021-03-27,Kentucky,104904483.11428571,Beverages,106641546.72857143,115481539.88571428,96958309.89999999,111626682.06734695,3419086.344620564,119914372.62785715,18088875.936660532,5,3,12,0
2021-03-28,Kentucky,103167419.5,Beverages,104904483.11428571,115326864.8,97964356.1,110115673.95714286,3752486.2867358937,120179245.06833334,17796964.863142136,6,3,12,0
2021-03-29,Kentucky,103979100.45714286,Beverages,103167419.5,113589801.18571429,98970402.3,108378610.34285714,3752486.2867366294,120352680.515,17597242.45004543,0,3,13,0
2021-03-30,Kentucky,104790781.41428572,Beverages,103979100.45714286,111852737.57142857,99976448.5,107005653.09591837,3252973.4093921054,120519637.1202381,17410145.061222143,1,3,13,0
2021-03-31,Kentucky,105602462.37142858,Beverages,104790781.41428572,110115673.95714286,97850318.6,105996802.21632655,2509249.0239739553,120680114.88404761,17235571.767356087,2,3,13,0
2021-04-01,Kentucky,106414143.32857142,Beverages,105602462.37142858,108378610.34285714,105134838.63333333,105352057.70408162,1734863.8313225622,120938519.67642857,16937019.143041793,3,4,13,0
2021-04-02,Kentucky,107225824.28571428,Beverages,106414143.32857142,106641546.72857143,112419358.66666666,105071419.55918367,1256663.286860557,120981163.16626984,16897421.274251904,4,4,13,1
2021-04-03,Kentucky,108037505.24285714,Beverages,107225824.28571428,104904483.11428571,119703878.7,105154887.78163265,1390599.839864903,120808045.35357143,17014363.388522346,5,4,13,0
2021-04-04,Kentucky,108849186.2,Beverages,108037505.24285714,103167419.5,126988398.73333333,105602462.37142858,1753431.270589918,120419166.23833333,17173053.255846944,6,4,13,0
2021-04-05,Kentucky,114448225.60000001,Beverages,108849186.2,103979100.45714286,134272918.76666665,106414143.32857142,1753431.270589175,119814525.82055555,17252926.695437778,0,4,14,0
2021-04-06,Kentucky,120047265.0,Beverages,114448225.60000001,104790781.41428572,141557438.8,107909732.63469388,3199131.6497429954,119153702.715,17058613.299499847,1,4,14,0
2021-04-07,Kentucky,125646304.4,Beverages,120047265.0,105602462.37142858,148841958.83333334,110089230.2897959,5255901.839482969,118436696.92166667,16528283.477969063,2,4,14,0
2021-04-08,Kentucky,123969746.90909092,Beverages,125646304.4,106414143.32857142,156126478.86666667,112952636.29387757,7418949.114544953,117663508.44055556,15571752.013546234,3,4,14,0
2021-04-09,Kentucky,122293189.41818182,Beverages,123969746.90909092,107225824.28571428,163410998.9,115460579.6625232,7797875.910072667,116591617.37530304,13843714.36892033,4,4,14,0
2021-04-10,Kentucky,120616631.92727274,Beverages,122293189.41818182,108037505.24285714,151660646.775,117613060.39573285,7202804.5355342375,115221023.72590908,10734896.410164142,5,4,14,0
2021-04-11,Kentucky,118940074.43636364,Beverages,120616631.92727274,108849186.2,139910294.65,119410078.4935065,5859573.736144286,114186223.23098485,8327445.535274122,6,4,14,0
2021-04-12,Kentucky,117263516.94545455,Beverages,118940074.43636364,114448225.60000001,128159942.525,120851633.95584416,3654894.1830911464,113487215.8905303,6841196.301408739,0,4,15,0
2021-04-13,Kentucky,115586959.45454545,Beverages,117263516.94545455,120047265.0,116409590.4,121253818.43376625,2912278.2480999213,113124001.70454545,6303449.642904691,1,4,15,0
2021-04-14,Kentucky,113910401.96363637,Beverages,115586959.45454545,125646304.4,116254915.31428573,120616631.92727272,3621778.1213005497,113096580.6730303,6290439.804348786,2,4,15,0
2021-04-15,Kentucky,112233844.47272727,Beverages,113910401.96363637,123969746.90909092,116100240.22857143,118940074.43636362,3621778.121301274,113018430.22800867,6264358.286911537,3,4,15,0
2021-04-16,Kentucky,110557286.98181818,Beverages,112233844.47272727,122293189.41818182,115945565.14285715,117263516.94545455,3621778.1213019947,112889550.36948054,6238487.5461675245,4,4,15,0
2021-04-17,Kentucky,108880729.4909091,Beverages,110557286.98181818,120616631.92727274,115790890.05714285,115586959.45454547,3621778.1213027113,112709941.09744589,6225020.48339869,5,4,15,0
2021-04-18,Kentucky,107204172.0,Beverages,108880729.4909091,118940074.43636364,115636214.97142857,113910401.96363637,3621778.121303423,112479602.41190477,6234925.153097112,6,4,15,0
2021-04-19,Kentucky,107263633.61428571,Beverages,107204172.0,117263516.94545455,115481539.88571428,112233844.47272728,3621778.1213041395,112198534.31285715,6277629.8052135045,0,4,16,0
2021-04-20,Kentucky,107323095.22857143,Beverages,107263633.61428571,115586959.45454545,115326864.8,110805289.71113172,3261484.07952804,111924604.10380952,6308654.235687733,1,4,16,0
2021-04-21,Kentucky,107382556.84285714,Beverages,107323095.22857143,113910401.96363637,113589801.18571429,109624737.67884973,2687286.7846872984,111657811.7847619,6329017.986520678,2,4,16,0
2021-04-22,Kentucky,107442018.45714286,Beverages,107382556.84285714,112233844.47272727,111852737.57142857,108692188.37588127,1995911.6839627952,111450903.64000002,6365040.520225375,3,4,16,0
2021-04-23,Kentucky,107501480.07142857,Beverages,107442018.45714286,110557286.98181818,110115673.95714286,108007641.80222633,1267632.2769873706,111303879.6695238,6406246.123264178,4,4,16,0
2021-04-24,Kentucky,107560941.68571429,Beverages,107501480.07142857,108880729.4909091,108378610.34285714,107571097.95788498,586353.8461900546,111216739.87333335,6440652.949147607,5,4,16,0
2021-04-25,Kentucky,107620403.3,Beverages,107560941.68571429,107204172.0,106641546.72857143,107382556.84285714,128451.76191636233,111189484.25142857,6454792.117218371,6,4,16,1
2021-04-26,Kentucky,108465107.10714285,Beverages,107620403.3,107263633.61428571,104904483.11428571,107442018.45714284,128451.76191563431,111222112.80380951,6433448.588463663,0,4,17,0
2021-04-27,Kentucky,109309810.91428572,Beverages,108465107.10714285,107323095.22857143,103167419.5,107613657.52755103,388944.8484887777,111340800.2702381,6345116.491821079,1,4,17,0
2021-04-28,Kentucky,110154514.72142857,Beverages,109309810.91428572,107382556.84285714,103979100.45714286,107897474.05408163,722993.2788542347,111545546.6507143,6168937.000275684,2,4,17,0
2021-04-29,Kentucky,110999218.52857143,Beverages,110154514.72142857,107442018.45714286,104790781.41428572,108293468.0367347,1069869.9210000257,111751393.79285716,6008701.730616628,3,4,17,0
2021-04-30,Kentucky,111843922.33571428,Beverages,110999218.52857143,107501480.07142857,105602462.37142858,108801639.47551021,1393806.6428747938,111958341.69666667,5865919.153758996,4,4,17,0
2021-05-01,Kentucky,112688626.14285715,Beverages,111843922.33571428,107560941.68571429,106414143.32857142,109421988.37040816,1659689.881272076,112166390.36214286,5742096.758729116,5,5,17,0
2021-05-02,Kentucky,113533329.95,Beverages,112688626.14285715,107620403.3,107225824.28571428,110154514.72142856,1824768.7799267985,112375539.7892857,5638692.255457056,6,5,17,0
2021-05-03,Kentucky,114378033.75714286,Beverages,113533329.95,108465107.10714285,108037505.24285714,110999218.52857144,1824768.7799260744,112585789.97809525,5557056.44679296,0,5,18,0
2021-05-04,Kentucky,115222737.56428573,Beverages,114378033.75714286,109309810.91428572,108849186.2,111843922.3357143,1824768.77992535,112797140.92857143,5498371.486913961,1,5,18,0
2021-05-05,Kentucky,116067441.37142858,Beverages,115222737.56428573,110154514.72142857,114448225.60000001,112688626.14285715,1824768.7799246332,113009592.64071427,5463590.0848273365,2,5,18,0
2021-05-06,Kentucky,116912145.17857143,Beverages,116067441.37142858,110999218.52857143,120047265.0,113533329.95,1824768.7799239166,113063566.4997619,5486243.173423837,3,5,18,0
2021-05-07,Kentucky,117756848.98571429,Beverages,116912145.17857143,111843922.33571428,125646304.4,114378033.75714287,1824768.7799231997,112959062.50571428,5377407.852468369,4,5,18,0
2021-05-08,Kentucky,118601552.79285716,Beverages,117756848.98571429,112688626.14285715,123969746.90909092,115222737.56428573,1824768.779922483,112696080.65857144,4907969.612528712,5,5,18,0
2021-05-09,Kentucky,119446256.60000001,Beverages,118601552.79285716,113533329.95,122293189.41818182,116067441.3714286,1824768.7799217736,112517140.85469697,4568917.749337321,6,5,18,0
2021-05-10,Kentucky,129912037.76666667,Beverages,119446256.60000001,114378033.75714286,120616631.92727274,116912145.17857143,1824768.7799210642,112422243.09409092,4384717.285555559,0,5,19,0
2021-05-11,Kentucky,140377818.93333334,Beverages,129912037.76666667,115222737.56428573,118940074.43636364,119131288.60850342,4967930.3247350715,112732089.95540404,5230584.39923705,1,5,19,0
2021-05-12,Kentucky,150843600.1,Beverages,140377818.93333334,116067441.37142858,117263516.94545455,122724871.6612245,9072149.65107959,113446681.43863636,7201147.924143919,2,5,19,0
2021-05-13,Kentucky,141124371.85,Beverages,150843600.1,116912145.17857143,115586959.45454545,127692894.3367347,13337891.897202963,114566017.54378788,9913789.25420372,3,5,19,0
2021-05-14,Kentucky,131405143.6,Beverages,141124371.85,117756848.98571429,113910401.96363637,131151783.86122449,13215072.077924937,115417264.62363638,11037207.476135714,4,5,19,1
2021-05-15,Kentucky,121685915.35,Beverages,131405143.6,118601552.79285716,112233844.47272727,133101540.23469387,11845237.028551135,116000422.67818183,11410699.692735389,5,5,19,0
2021-05-16,Kentucky,111966687.1,Beverages,121685915.35,119446256.60000001,110557286.98181818,133542163.45714284,11258816.215902654,116315491.70742424,11433582.745584609,6,5,19,0
2021-05-17,Kentucky,112872331.61428571,Beverages,111966687.1,129912037.76666667,108880729.4909091,132473653.52857144,13034443.16123662,116362471.71136363,11411981.882082239,0,5,20,0
2021-05-18,Kentucky,113777976.12857142,Beverages,112872331.61428571,140377818.93333334,107204172.0,130039409.79251702,15030809.462851461,116495525.11547619,11344815.15909319,1,5,20,0
2021-05-19,Kentucky,114683620.64285713,Beverages,113777976.12857142,150843600.1,107263633.61428571,126239432.24897958,15340708.993696079,116714651.9197619,11221984.937082,2,5,20,0
2021-05-20,Kentucky,115589265.15714286,Beverages,114683620.64285713,141124371.85,107323095.22857143,121073720.89795916,11205681.627908543,116961984.82071428,11087463.510860527,3,5,20,0
2021-05-21,Kentucky,116494909.67142858,Beverages,115589265.15714286,131405143.6,107382556.84285714,117425848.5132653,6931878.594624287,117237523.81833334,10941414.648125397,4,5,20,0
2021-05-22,Kentucky,117400554.18571429,Beverages,116494909.67142858,121685915.35,107442018.45714286,115295815.09489796,3214350.7526250053,117541268.91261905,10783744.711015863,5,5,20,0
2021-05-23,Kentucky,118306198.7,Beverages,117400554.18571429,111966687.1,107501480.07142857,114683620.64285715,1956415.7536085115,117873220.10357143,10614083.91430147,6,5,20,0
2021-05-24,Kentucky,118447219.32857142,Beverages,118306198.7,112872331.61428571,107560941.68571429,115589265.15714285,1956415.7536077984,118233377.39119047,10431761.222461304,0,5,21,0
2021-05-25,Kentucky,118588239.95714286,Beverages,118447219.32857142,113777976.12857142,107620403.3,116385677.6877551,1794047.534814512,118596253.31261903,10235203.11327024,1,5,21,0
2021-05-26,Kentucky,118729260.58571428,Beverages,118588239.95714286,114683620.64285713,108465107.10714285,117072858.23469388,1530647.6158343067,118961847.86785716,10023322.973801075,2,5,21,1
2021-05-27,Kentucky,118870281.21428572,Beverages,118729260.58571428,115589265.15714286,109309810.91428572,117650806.79795918,1207913.726837992,119303986.31714286,9825905.009416943,3,5,21,0
2021-05-28,Kentucky,119011301.84285714,Beverages,118870281.21428572,116494909.67142858,110154514.72142857,118119523.37755103,861551.9640217677,119622668.6604762,9643939.804126807,4,5,21,0
2021-05-29,Kentucky,119152322.47142857,Beverages,119011301.84285714,117400554.18571429,110999218.52857143,118479007.97346939,533061.227627217,119917894.89785714,9478241.412359482,5,5,21,0
2021-05-30,Kentucky,119293343.1,Beverages,119152322.47142857,118306198.7,111843922.33571428,118729260.5857143,304639.3730524962,120189665.02928571,9329416.381731603,6,5,21,0
2021-05-31,Kentucky,119157569.07142857,Beverages,119293343.1,118447219.32857142,112688626.14285715,118870281.21428572,304639.37305178307,120437979.0547619,9197834.203325516,0,5,22,0
2021-06-01,Kentucky,119021795.04285714,Beverages,119157569.07142857,118588239.95714286,113533329.95,118971759.7489796,254394.24402906577,120653610.48571429,9085032.288246164,1,6,22,0
2021-06-02,Kentucky,118886021.01428571,Beverages,119021795.04285714,118729260.58571428,114378033.75714286,119033696.1897959,190114.80275767556,120836559.32214285,8991484.20318094,2,6,22,0
2021-06-03,Kentucky,118750246.98571429,Beverages,118886021.01428571,118870281.21428572,115222737.56428573,119056090.5367347,154098.56281551527,120986825.56404762,8917188.953264548,3,6,22,0
2021-06-04,Kentucky,118614472.95714286,Beverages,118750246.98571429,119011301.84285714,116067441.37142858,119038942.7897959,182316.14446132156,121104409.21142858,8861645.95488581,4,6,22,0
2021-06-05,Kentucky,118478698.92857143,Beverages,118614472.95714286,119152322.47142857,116912145.17857143,118982252.9489796,243703.88784713944,121189310.26428573,8823844.642019697,5,6,22,0
2021-06-06,Kentucky,118342924.9,Beverages,118478698.92857143,119293343.1,117756848.98571429,118886021.0142857,293305.4215692031,121241528.72261904,8802269.032215722,6,6,22,0
2021-06-07,Kentucky,118666614.5857143,Beverages,118342924.9,119157569.07142857,118601552.79285716,118750246.9857143,293305.42156990495,121261064.58642857,8794915.704252038,0,6,23,0
2021-06-08,Kentucky,118990304.27142857,Beverages,118666614.5857143,119021795.04285714,119446256.60000001,118680110.63061224,231954.65095761206,121263233.31285715,8794245.281034453,1,6,23,0
2021-06-09,Kentucky,119313993.95714286,Beverages,118990304.27142857,118886021.01428571,129912037.76666667,118675611.9489796,224405.86403583278,121248034.90190476,8797886.940914588,2,6,23,0
2021-06-10,Kentucky,119637683.64285715,Beverages,119313993.95714286,118750246.98571429,140377818.93333334,118736750.94081631,326405.09856229933,120894766.77492064,8649523.091851145,3,6,23,0
2021-06-11,Kentucky,119961373.32857144,Beverages,119637683.64285715,118614472.95714286,150843600.1,118863527.60612246,472269.8840913934,120203428.93190476,7828475.295192018,4,6,23,0
2021-06-12,Kentucky,120285063.01428571,Beverages,119961373.32857144,118478698.92857143,141124371.85,119055941.94489796,608592.2455786786,119174021.37285714,5274250.533461508,5,6,23,0
2021-06-13,Kentucky,120608752.7,Beverages,120285063.01428571,118342924.9,131405143.6,119313993.95714286,699249.6388291302,118479377.74500002,3278216.905837506,6,6,23,0
2021-06-14,Kentucky,120963487.5,Beverages,120608752.7,118666614.5857143,121685915.35,119637683.64285715,699249.6388284375,118119498.04833333,2237824.4457385214,0,6,24,0
2021-06-15,Kentucky,121318222.3,Beverages,120963487.5,118990304.27142857,111966687.1,119965808.34489797,706496.09077159,118095417.11999999,2201719.0473988485,1,6,24,0
2021-06-16,Kentucky,121672957.1,Beverages,121318222.3,119313993.95714286,112872331.61428571,120298368.06326531,718570.7924162816,118407134.96000001,1951918.043110643,2,6,24,0
2021-06-17,Kentucky,122027691.9,Beverages,121672957.1,119637683.64285715,113777976.12857142,120635362.7979592,732985.7186993853,118700489.14285713,1741376.6179422012,3,6,24,0
2021-06-18,Kentucky,122382426.7,Beverages,122027691.9,119961373.32857144,114683620.64285713,120976792.5489796,747306.8413296978,118975479.66857144,1581247.143917517,4,6,24,0
2021-06-19,Kentucky,122737161.5,Beverages,122382426.7,120285063.01428571,115589265.15714286,121322657.31632653,759185.8800583296,119232106.53714284,1482326.3061870537,5,6,24,0
2021-06-20,Kentucky,123091896.3,Beverages,122737161.5,120608752.7,116494909.67142858,121672957.10000001,766314.7508023628,119470369.74857143,1450724.9471662086,6,6,24,0
2021-06-21,Kentucky,122248819.41428572,Beverages,123091896.3,120963487.5,117400554.18571429,122027691.89999999,766314.7508016664,119690269.30285715,1483761.5382618841,0,6,25,0
2021-06-22,Kentucky,121405742.52857143,Beverages,122248819.41428572,121318222.3,118306198.7,122211310.74489796,606050.7397566098,119851878.14380953,1489790.09862778,1,6,25,0
2021-06-23,Kentucky,120562665.64285715,Beverages,121405742.52857143,121672957.1,118447219.32857142,122223813.63469388,585095.9921143259,119955196.27142857,1486373.6491237432,2,6,25,0
2021-06-24,Kentucky,119719588.75714286,Beverages,120562665.64285715,122027691.9,118588239.95714286,122065200.56938776,849890.8672588423,120025711.14857145,1462352.2178154762,3,6,25,0
2021-06-25,Kentucky,118876511.87142858,Beverages,119719588.75714286,122382426.7,118729260.58571428,121735471.5489796,1229723.9664977712,120063422.77523808,1438395.523135511,4,6,25,0
2021-06-26,Kentucky,118033434.98571429,Beverages,118876511.87142858,122737161.5,118870281.21428572,121234626.57346939,1584955.6169735997,120068331.15142857,1433930.1518269295,5,6,25,0
2021-06-27,Kentucky,117190358.10000001,Beverages,118033434.98571429,123091896.3,119011301.84285714,120562665.64285715,1821254.2279453827,120040436.27714285,1465825.056154329,6,6,25,0
2021-06-28,Kentucky,113411470.96000001,Beverages,117190358.10000001,122248819.41428572,119152322.47142857,119719588.75714287,1821254.2279460588,119979738.15238094,1545448.8224746268,0,6,26,0
2021-06-29,Kentucky,109632583.82000001,Beverages,113411470.96000001,121405742.52857143,119293343.1,118457110.40653062,2650162.9856211096,119788376.43533333,1953095.5784887958,1,6,26,0
2021-06-30,Kentucky,105853696.68,Beverages,109632583.82000001,120562665.64285715,119157569.07142857,116775230.59102042,3905487.233595757,119466351.126,2693587.176659907,2,6,26,0
2021-07-01,Kentucky,102074809.54,Beverages,105853696.68,119719588.75714286,119021795.04285714,114673949.31061225,5252690.4336832315,119022888.71295238,3665854.521565519,3,7,26,0
2021-07-02,Kentucky,98295922.4,Beverages,102074809.54,118876511.87142858,118886021.01428571,112153266.56530611,6510856.26435235,118457989.19619046,4797198.3000162095,4,7,26,0
2021-07-03,Kentucky,105832542.0,Beverages,98295922.4,118033434.98571429,118750246.98571429,109213182.35510205,7535060.157890751,117771652.57571429,6044587.838318547,5,7,26,0
2021-07-04,Kentucky,111897712.0625,Beverages,105832542.0,117190358.10000001,118614472.95714286,107470197.64285715,6493954.7823483795,117341062.4095238,6420862.278280218,6,7,26,0
2021-07-05,Kentucky,117962882.125,Beverages,111897712.0625,113411470.96000001,118478698.92857143,106714105.3517857,5387459.637069896,117117170.37970237,6491642.794180338,0,7,27,0
2021-07-06,Kentucky,124028052.1875,Beverages,117962882.125,109632583.82000001,118342924.9,107364306.9467857,6491908.631145673,117099976.48625,6488594.657676897,1,7,27,0
2021-07-07,Kentucky,130093222.25,Beverages,124028052.1875,105853696.68,118666614.5857143,109420802.42785715,9090291.303354224,117289480.72916667,6608066.947607561,2,7,27,0
2021-07-08,Kentucky,136158392.3125,Beverages,130093222.25,102074809.54,118990304.27142857,112883591.79499999,11736614.37806995,117670367.65130952,7007427.017070384,3,7,27,0
2021-07-09,Kentucky,142223562.375,Beverages,136158392.3125,98295922.4,119313993.95714286,117752675.0482143,13450027.667650089,118242637.25267857,7777635.969348756,4,7,27,0
2021-07-10,Kentucky,148288732.4375,Beverages,142223562.375,105832542.0,119637683.64285715,124028052.1875,13102264.822208967,119006289.5332738,8926324.951867927,5,7,27,0
2021-07-11,Kentucky,154353902.5,Beverages,148288732.4375,111897712.0625,119961373.32857144,130093222.25,13102264.82220829,119961324.49309523,10406230.04366226,6,7,27,0
2021-07-12,Kentucky,149159082.27142859,Beverages,154353902.5,117962882.125,120285063.01428571,136158392.3125,13102264.822207615,121107742.13214286,12153927.00521092,0,7,28,0
2021-07-13,Kentucky,143964262.04285714,Beverages,149159082.27142859,124028052.1875,120608752.7,140614992.33341837,11022162.696336715,122070209.44071428,13185978.56511255,1,7,28,0
2021-07-14,Kentucky,138769441.81428573,Beverages,143964262.04285714,130093222.25,120963487.5,143463022.3127551,8248641.543378821,122848726.41880952,13773114.632667592,2,7,28,0
2021-07-15,Kentucky,133574621.58571428,Beverages,138769441.81428573,136158392.3125,121318222.3,144702482.25051022,6334624.9755263645,123442258.22928572,14069542.264537655,3,7,28,0
2021-07-16,Kentucky,128379801.35714287,Beverages,133574621.58571428,142223562.375,121672957.1,144333372.1466837,6959872.552813716,123850804.87214285,14183227.727399299,4,7,28,0
2021-07-17,Kentucky,123184981.12857144,Beverages,128379801.35714287,148288732.4375,122027691.9,142355692.0012755,9249554.476386957,124074366.34738095,14200563.260437516,5,7,28,0
2021-07-18,Kentucky,117990160.9,Beverages,123184981.12857144,154353902.5,122382426.7,138769441.8142857,11222094.291999105,124112942.655,14196382.973436106,6,7,28,0
2021-07-19,Kentucky,118012847.61428572,Beverages,117990160.9,149159082.27142859,122737161.5,133574621.58571431,11222094.291999802,123966533.79500002,14237434.993519127,0,7,29,0
2021-07-20,Kentucky,118035534.32857144,Beverages,118012847.61428572,143964262.04285714,123091896.3,129125159.49183676,10135102.413481671,123809056.66547619,14277572.420136282,1,7,29,0
2021-07-21,Kentucky,118058221.04285716,Beverages,118035534.32857144,138769441.81428573,122248819.41428572,125421055.53265308,8397022.531326056,123640511.26642856,14316123.255331665,2,7,29,1
2021-07-22,Kentucky,118080907.75714286,Beverages,118058221.04285716,133574621.58571428,121405742.52857143,122462309.70816328,6295667.846126902,123500824.65404762,14350573.644946694,3,7,29,0
2021-07-23,Kentucky,118103594.47142857,Beverages,118080907.75714286,128379801.35714287,120562665.64285715,120248922.01836737,4066780.3421470206,123389996.82833335,14380119.8979228,4,7,29,0
2021-07-24,Kentucky,118126281.18571429,Beverages,118103594.47142857,123184981.12857144,119719588.75714286,118780892.46326531,1942407.0182389445,123308027.7892857,14403780.969887476,5,7,29,0
2021-07-25,Kentucky,118148967.9,Beverages,118126281.18571429,117990160.9,118876511.87142858,118058221.04285716,49008.88819461107,123254917.53690477,14420396.549661597,6,7,29,0
2021-07-26,Kentucky,118249569.13571429,Beverages,118148967.9,118012847.61428572,118033434.98571429,118080907.75714286,49008.8881939072,123230666.07119049,14428623.25780053,0,7,30,0
